HIGD1B	7.7401813990239585
TNNT2	7.51110980707385
RASL11A	7.487602267643664
OTUD6B	7.22945787808995
PMS2P3	6.664707741480958
ZFP62	6.585713495188268
OR6V1	6.493089825941916
BEST2	6.367549940063511
SNRK	6.355158188891312
TP53TG3D	6.297900494495516
COLEC12	6.080931928275556
TPPP3	6.059508544806384
GPR84	6.040291325563561
TGM2	6.034874203647455
SFT2D2	6.009589937341194
GUCY2D	5.967695327143382
ETHE1	5.895406101061019
SRSF11	5.883060680418472
RSRP1	5.8669819905673055
PRKCI	5.857361331581693
ADRB2	5.620735079970942
SP100	5.580713775693532
GJA4	5.577318939855198
CLEC14A	5.57390216150492
ABHD18	5.545990508529856
EED	5.529998807794619
IL3RA	5.526517651440372
KLF5	5.52626204836158
PCNA	5.510969842164157
TUBE1	5.489002614340302
LEUTX	5.474395301753029
TRIM34	5.435703099971825
RCAN2	5.4324406328670545
HNRNPH1	5.404869739766863
P2RX4	5.367408507390648
GALNT9	5.309032136579598
BEGAIN	5.293807786765883
IFI35	5.281631218478877
GFPT1	5.272405014817776
ASCL3	5.2552952126716
RASGEF1B	5.2504103092203565
MARCHF11	5.249224624206669
SBK3	5.24804104111491
USP29	5.2280529612562265
CHRM5	5.222902427194088
PDZRN4	5.172132323042854
MIR17HG	5.166615588636077
TMEM19	5.144285738604374
HOPX	5.137574897984084
TATDN2	5.131977824975977
FAM72A	5.099208341869424
C21orf62	5.071876663695021
SLC26A7	5.047378937493216
CYSLTR1	5.039428532099805
PILRA	5.010070688822501
WFDC1	4.996491812229905
MVP	4.9820930318752135
ZYX	4.981372593464204
KHDC4	4.971463765765413
KRT25	4.960757688767039
LGSN	4.904612553134825
SUSD1	4.898221845002779
NEFH	4.883710205752334
OR51E1	4.881049887684234
AMDHD2	4.803030310425497
RBM26	4.801638069807896
CABP1	4.770218006687078
BABAM2	4.7479767914236035
CYB561	4.747240775826985
F11R	4.747224731956472
AMER2	4.735200844243384
QRSL1	4.724397525600317
PCDHAC1	4.714847606619089
TRIM21	4.71148714213891
SYNPO2L	4.70827428904445
GOLGA6A	4.679809292740754
ZNF493	4.667494107644362
TBXAS1	4.6397344387991755
GABRB1	4.622429090822159
MAB21L3	4.617617923594641
SRC	4.617118864591484
RILPL2	4.6141700139105675
MRPS25	4.610693039658183
BORA	4.599122388719437
GTF2H1	4.587848123056153
FAM50B	4.584489318513738
DDIT4L	4.581379929347779
ASTN2-AS1	4.571824452778005
PCBP1-AS1	4.554208042138847
